Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product ID,Product Name
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,91.6,5,0.0,26.564,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,150.98,1,0.0,43.7842,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm"
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Envelopes,137.25,9,0.0,63.135,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window"
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Fasteners,11.52,4,0.0,5.4144,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long"
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,18.272,1,0.2,5.9384,OFF-PA-10003790,Xerox 1991
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,153.728,4,0.2,53.8048,OFF-PA-10003134,Xerox 1937
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,12.224,2,0.2,4.4312,OFF-EN-10004459,Security-Tint Envelopes
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,167.944,7,0.2,50.3832,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,45.99,1,0.0,13.3371,TEC-PH-10004093,Panasonic Kx-TS550
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,535.41,3,0.0,160.623,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand"
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,6.096,2,0.2,2.0574,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,45.36,7,0.0,21.7728,OFF-PA-10004255,Xerox 219
Standard Class,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,47.12,8,0.0,20.7328,FUR-FU-10000023,Eldon Wave Desk Accessories
Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,Binders,31.36,4,0.0,15.68,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,47.616,3,0.2,3.5712,OFF-AR-10000588,Newell 345
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,23.48,5,0.2,8.218,OFF-PA-10002250,Things To Do Today Pad
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,62.79,3,0.8,-166.3935,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,28.44,9,0.2,4.266,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks
Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Accessories,134.376,3,0.2,6.7188,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Phones,589.9,2,0.0,147.475,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,542.94,3,0.0,141.1644,FUR-CH-10000785,Global Ergonomic Managers Chair
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Copiers,2879.952,6,0.2,1007.9832,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier
First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,90.48,3,0.2,33.93,OFF-BI-10001670,Vinyl Sectional Post Binders
Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,77.55,5,0.0,21.714,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray"
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Supplies,8.832,3,0.2,-1.9872,OFF-SU-10001225,Staple remover
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,177.536,4,0.2,62.1376,OFF-PA-10000357,Xerox 1888
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,258.48,2,0.2,-3.231,OFF-ST-10000046,Fellowes Super Stor/Drawer Files
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,14.136,3,0.2,4.2408,FUR-FU-10000023,Eldon Wave Desk Accessories
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,77.55,5,0.0,20.163,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black"
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,24.88,2,0.0,6.9664,OFF-ST-10000876,Eldon Simplefile Box Office
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,140.75,5,0.0,39.41,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,36.63,3,0.0,9.8901,OFF-ST-10004258,Portable Personal File Box
Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,Furnishings,17.14,2,0.0,6.1704,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11"
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,51.75,5,0.0,24.84,OFF-LA-10001297,Avery 473
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,123.96,3,0.0,11.1564,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,586.398,6,0.15,34.494,FUR-BO-10003893,Sauder Camden County Collection Library
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,80.98,1,0.0,3.2392,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,242.94,3,0.0,9.7176,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,123.92,4,0.0,33.4584,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670"
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,12.39,3,0.0,5.6994,OFF-AR-10000390,Newell Chalk Holder
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,47.3,2,0.0,12.298,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Technology,Copiers,1599.92,8,0.0,751.9624,TEC-CO-10001943,Canon PC-428 Personal Copier
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,11.09,1,0.0,5.4341,OFF-EN-10002312,#10 Self-Seal White Envelopes
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Binders,3.168,4,0.7,-2.5344,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Chairs,579.136,4,0.2,-28.9568,FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,6.368,2,0.2,2.1492,OFF-BI-10002003,Ibico Presentation Index for Binding Systems
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,558.4,2,0.2,41.88,TEC-MA-10001972,Okidata C331dn Printer
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,145.764,2,0.1,-8.098,FUR-CH-10000225,"Global Geo Office Task Chair, Gray"
Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,13.62,3,0.0,6.129,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,434.646,3,0.1,62.7822,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,440.19,9,0.0,206.8893,OFF-PA-10003228,Xerox 1917
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,64.4,5,0.0,1.932,OFF-SU-10004498,Martin-Yale Premier Letter Opener
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,244.55,5,0.0,114.9385,OFF-PA-10001878,Xerox 1891
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,195.76,4,0.0,97.88,OFF-PA-10002923,Xerox 1942
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,11.76,2,0.0,5.7624,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,166.45,5,0.0,39.948,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,2.88,1,0.0,1.3536,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long"
Standard Class,Corporate,United States,Freeport,Illinois,61032,Central,Office Supplies,Storage,45.248,2,0.2,3.9592,OFF-ST-10003442,Eldon Portable Mobile Manager
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,59.904,2,0.2,14.2272,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,23.696,2,0.2,6.5164,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,7.968,2,0.2,2.8884,OFF-PA-10002230,Xerox 1897
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,18.2,7,0.2,2.0475,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,27.552,3,0.2,-0.3444,TEC-AC-10001542,SanDisk Cruzer 16 GB USB Flash Drive
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,844.116,6,0.3,-36.1764,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.752,3,0.2,-9.594,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,3.0,1,0.2,1.05,OFF-LA-10002787,Avery 480
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,7.506,9,0.7,-6.0048,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Labels,16.56,2,0.2,5.796,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,79.92,4,0.0,34.3656,FUR-FU-10000076,24-Hour Round Wall Clock
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,69.98,2,0.0,13.2962,TEC-AC-10002335,Logitech Media Keyboard K200
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,11.06,10,0.8,-18.802,OFF-BI-10002827,Avery Durable Poly Binders
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases,623.4648,7,0.32,-119.1918,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish"
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Storage,772.68,5,0.2,-57.951,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Appliances,283.14,4,0.1,72.358,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,635.96,4,0.0,165.3496,TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,118.99,1,0.0,33.3172,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,272.94,3,0.0,30.0234,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,15.008,2,0.2,1.5008,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,33.088,4,0.2,11.1672,OFF-BI-10001617,GBC Wire Binding Combs
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,80.98,1,0.0,3.2392,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black
Standard Class,Consumer,United States,Logan,Utah,84321,West,Technology,Accessories,82.8,12,0.0,6.624,TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,21.36,2,0.0,5.7672,OFF-ST-10003221,Staple magnet
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,62.048,2,0.2,20.1656,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,29.61,9,0.0,13.3245,OFF-FA-10000936,Acco Hot Clips Clips to Go
Same Day,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,863.928,9,0.2,86.3928,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.4,-56.448,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,163.88,4,0.5,-81.94,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,3.486,2,0.7,-2.7888,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,440.91,9,0.0,123.4548,TEC-PH-10001305,Panasonic KX TS208W Corded phone
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,51.968,2,0.2,10.3936,FUR-FU-10001876,"Computer Room Manger, 14"""
First Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,71.976,3,0.2,21.5928,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Chairs,242.352,3,0.2,-42.4116,FUR-CH-10004860,Global Low Back Tilter Chair
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,221.92,5,0.2,77.672,OFF-PA-10000357,Xerox 1888
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,8.448,2,0.2,2.64,OFF-PA-10003270,Xerox 1954
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,OFF-BI-10000320,GBC Plastic Binding Combs
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,302.94,3,0.0,48.4704,FUR-CH-10003846,Hon Valutask Swivel Chairs
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,142.36,2,0.0,38.4372,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,546.66,9,0.0,136.665,FUR-CH-10003817,"Global Value Steno Chair, Gray"
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,212.13,3,0.0,14.8491,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Art,5.248,2,0.2,0.5904,OFF-AR-10003481,Newell 348
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832,OFF-ST-10004180,Safco Commercial Shelving
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Paper,6.848,2,0.2,2.14,OFF-PA-10003657,Xerox 1927
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Furniture,Furnishings,7.996,1,0.6,-6.9965,FUR-FU-10001967,Telescoping Adjustable Floor Lamp
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.712,2,0.8,-19.602,OFF-AP-10002082,Holmes HEPA Air Purifier
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Supplies,65.17,7,0.0,18.8993,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles
